season,episode,number_line,timecode_in,timecode_out,text
1,17,1,00:00:36:01,00:00:37:23,Who are you and why are you following me?
1,17,2,00:00:38:18,00:00:39:18,I said…
1,17,3,00:00:41:21,00:00:43:03,who are you?
1,17,4,00:01:03:03,00:01:05:00,"Seeing that you recognize this sword,"
1,17,5,00:01:05:15,00:01:06:20,you must be a mage.
1,17,6,00:01:09:10,00:01:11:04,Put down your sword.
1,17,7,00:01:13:04,00:01:16:22,"It is dangerous to unsheathe
a sword of Cheonbugwan here."
1,17,8,00:01:19:22,00:01:21:23,This is Gaema Village.
1,17,9,00:01:23:01,00:01:26:03,"Cheonbugwan mages who patrol for sorcery
are considered enemies."
1,17,10,00:01:27:21,00:01:29:01,If you get into a fight
1,17,11,00:01:29:03,00:01:31:14,"and people find out that you are here,"
1,17,12,00:01:32:15,00:01:34:16,you will not be safe.
1,17,13,00:01:42:14,00:01:43:17,It looks as though
1,17,14,00:01:44:17,00:01:46:10,you know who I am.
1,17,15,00:01:48:07,00:01:50:15,"You carry the sword
of Cheonbugwan's Gwanju,"
1,17,16,00:01:52:06,00:01:53:21,so you must be his son.
1,17,17,00:02:00:24,00:02:04:05,"Does Uk not know
what his father looks like?"
1,17,18,00:02:06:18,00:02:10:10,"Are there no portraits of his father
like the one here of his mother?"
1,17,19,00:02:10:12,00:02:12:22,"We do not have any portraits
of the Gwanju."
1,17,20,00:02:13:21,00:02:15:20,"Young Master never seemed
curious about him."
1,17,21,00:02:16:16,00:02:19:24,"He only saw his father as a baby,
so there is no way he would remember."
1,17,22,00:02:21:03,00:02:23:08,He would not recognize his father
1,17,23,00:02:23:10,00:02:25:02,even if he were to run into him.
1,17,24,00:02:28:13,00:02:31:14,"I only followed you
because I recognized the sword."
1,17,25,00:02:36:03,00:02:37:22,Do you know the owner of this sword?
1,17,26,00:02:40:12,00:02:43:06,"The man who abandoned that sword
was a madman."
1,17,27,00:02:44:21,00:02:46:22,His wife had an affair and died.
1,17,28,00:02:48:03,00:02:51:03,"Then he abandoned his own son
and public post and just ran away."
1,17,29,00:02:53:01,00:02:54:22,"Jang Gang, the man who went mad."
1,17,30,00:02:59:00,00:03:00:20,"Everyone secretly talks about him,"
1,17,31,00:03:01:14,00:03:03:19,but no one has ever said that to my face.
1,17,32,00:03:05:01,00:03:06:22,Do you hold a grudge against him?
1,17,33,00:03:09:18,00:03:10:21,What if I do?
1,17,34,00:03:11:23,00:03:14:22,"Will you take vengeance on me
on behalf of your father?"
1,17,35,00:03:18:23,00:03:20:09,No.
1,17,36,00:03:20:11,00:03:22:10,"Even if I am his son, it is not my place."
1,17,37,00:03:23:13,00:03:24:23,He would not want that.
1,17,38,00:03:27:04,00:03:30:01,Then why do you carry your father's sword?
1,17,39,00:03:30:03,00:03:32:03,"If I go around
denying that he is my father,"
1,17,40,00:03:33:02,00:03:34:05,it would make my mother
1,17,41,00:03:35:02,00:03:36:16,seem too pitiful.
1,17,42,00:03:40:19,00:03:41:22,Do-hwa…
1,17,43,00:03:45:15,00:03:48:01,Do-hwa was the biggest victim of it all.
1,17,44,00:03:57:22,00:03:59:14,Do you also know my mother?
1,17,45,00:04:01:16,00:04:05:01,"Do-hwa was the most beautiful woman
in all of Daeho."
1,17,46,00:04:06:24,00:04:09:24,Everyone in Daeho knew who she was.
1,17,47,00:04:10:14,00:04:13:16,"It seems like everyone in my family
is famous for something."
1,17,48,00:04:15:07,00:04:16:16,"I must say,"
1,17,49,00:04:16:18,00:04:20:07,"I did not expect to run into anyone
who recognized me at a place like this."
1,17,50,00:04:48:09,00:04:50:19,"This is where people
secretly practice sorcery"
1,17,51,00:04:50:21,00:04:52:18,despite it being banned by Songrim.
1,17,52,00:04:53:10,00:04:57:05,"What is the son of Cheonbugwan's Gwanju
doing at a place like this?"
1,17,53,00:04:57:07,00:04:58:20,"Well, I was told I would be able"
1,17,54,00:04:58:23,00:05:02:00,"to witness sorcery
such as curses and soul magic."
1,17,55,00:05:02:02,00:05:03:20,"You are a mage of Jeongjingak,"
1,17,56,00:05:04:08,00:05:06:08,"yet you go around
in search of such sorcery?"
1,17,57,00:05:07:16,00:05:08:18,Not exactly.
1,17,58,00:05:09:21,00:05:12:10,"I am here to find a shaman
who performs such sorcery."
1,17,59,00:05:14:10,00:05:15:13,A shaman?
1,17,60,00:05:16:09,00:05:18:24,"She was a shaman
who was very good at soul magic,"
1,17,61,00:05:19:15,00:05:21:14,"which bewitches souls
and drives people mad."
1,17,62,00:05:23:14,00:05:25:02,She was caught 20 years ago
1,17,63,00:05:25:04,00:05:28:11,"by the mages of Cheonbugwan
and ran away after her house burned down."
1,17,64,00:05:30:21,00:05:32:21,"What business do you have
with Shaman Choi?"
1,17,65,00:05:33:09,00:05:35:11,How did you know that was Shaman Choi?
1,17,66,00:05:37:23,00:05:41:12,"By any chance, were you
one of the Cheonbugwan mages"
1,17,67,00:05:42:06,00:05:43:22,who worked with my father?
1,17,68,00:05:45:20,00:05:48:02,The Choi family was a family of mages
1,17,69,00:05:49:04,00:05:52:10,"that was destroyed by Master Seo Gyeong
a long time ago."
1,17,70,00:05:54:21,00:05:56:15,Your curiosity will put you in danger.
1,17,71,00:05:57:08,00:06:00:01,"If you become consumed
by your curiosity for sorcery,"
1,17,72,00:06:01:04,00:06:04:03,"its darkness will take over your soul,"
1,17,73,00:06:04:05,00:06:06:02,and you could end up losing everything.
1,17,74,00:06:08:07,00:06:09:18,"Once that happens,"
1,17,75,00:06:10:22,00:06:12:15,it will be too late to go back.
1,17,76,00:06:19:11,00:06:22:06,"Stop looking for those
who perform sorcery."
1,17,77,00:06:23:04,00:06:25:10,"The world does not approve of such things,"
1,17,78,00:06:26:11,00:06:27:23,and you will never be forgiven.
1,17,79,00:06:34:18,00:06:35:20,Wait.
1,17,80,00:06:41:05,00:06:42:10,Here.
1,17,81,00:06:48:00,00:06:49:09,Are you hurt?
1,17,82,00:06:50:01,00:06:52:04,"Yes, I am hurt."
1,17,83,00:06:53:23,00:06:56:13,"I am damaged
to the very depths of my soul."
1,17,84,00:07:09:18,00:07:11:20,Did he end up that way because of sorcery?
1,17,85,00:07:43:00,00:07:44:03,Bu-yeon!
1,17,86,00:07:45:13,00:07:46:17,"My goodness, Bu-yeon!"
1,17,87,00:08:08:09,00:08:10:24,Did she just look at me?
1,17,88,00:08:13:12,00:08:14:23,I am sorry.
1,17,89,00:08:15:00,00:08:17:04,Could you pick up the cane for me?
1,17,90,00:08:18:05,00:08:20:12,"She is the girl I ran into
in front of the house."
1,17,91,00:08:39:00,00:08:40:07,Mother!
1,17,92,00:08:45:24,00:08:46:24,Mother.
