"season","episode","number_line","timecode_in","timecode_out","text"
"1","7","1","00:00:46:05","00:00:49:09","Daeho once suffered
from a long and unusual drought."
"1","7","2","00:00:52:06","00:00:54:18","It was so bad that it even caused
Lake Gyeongcheondaeho"
"1","7","3","00:00:54:20","00:00:56:14","to completely dry up."
"1","7","4","00:01:03:22","00:01:07:14","The mages of Daeho performed a grand rite"
"1","7","5","00:01:07:16","00:01:09:09","to fill the lake back up with energy."
"1","7","6","00:01:15:06","00:01:18:15","Then enormous hailstones
started falling from the sky."
"1","7","7","00:01:30:01","00:01:31:16","But among the many hailstones,"
"1","7","8","00:01:31:18","00:01:34:15","there was one that did not melt."
"1","7","9","00:01:36:18","00:01:41:14","This unmelting hailstone
first turned into fire,"
"1","7","10","00:01:42:05","00:01:43:12","then stone,"
"1","7","11","00:01:44:00","00:01:45:20","and then water."
"1","7","12","00:01:46:19","00:01:50:06","Then it turned back
into its original form, ice."
"1","7","13","00:01:51:02","00:01:53:19","In that process, it produced black powder."
"1","7","14","00:01:55:17","00:01:59:12","This powder was called the Soul Ejector,
which was used in the alchemy of souls."
"1","7","15","00:02:03:02","00:02:06:01","The power of the Soul Ejector
was truly astonishing."
"1","7","16","00:02:07:22","00:02:11:19","One could bring the dead back to life
by summoning back their souls."
"1","7","17","00:02:12:09","00:02:15:07","One could shift souls
from one body to another."
"1","7","18","00:02:17:04","00:02:19:06","One could even expel
the soul of the living"
"1","7","19","00:02:19:08","00:02:21:21","and steal their energy."
"1","7","20","00:02:28:05","00:02:33:00","Eventually, that boundless power
ended up causing chaos."
"1","7","21","00:02:41:24","00:02:46:02","In order to possess the unmelting ice
that produced the Soul Ejector,"
"1","7","22","00:02:46:21","00:02:51:19","the battle of mages turned into bloodshed,
and Daeho became a living hell."
"1","7","23","00:03:00:23","00:03:03:15","The man who ended the long-lasting battle"
"1","7","24","00:03:05:07","00:03:09:07","was Master Seo Gyeong,
the founder of Songrim."
"1","7","25","00:03:19:01","00:03:20:21","I was his pupil."
"1","7","26","00:03:20:23","00:03:23:15","That ice stone sounds amazing."
"1","7","27","00:03:23:17","00:03:26:16","Where is it? I would like to see it."
"1","7","28","00:03:26:18","00:03:29:07","It is an extremely frightening stone."
"1","7","29","00:03:29:09","00:03:31:02","Sorcery using the stone's power"
"1","7","30","00:03:31:04","00:03:34:19","created wicked things
that could hurt people."
"1","7","31","00:03:35:15","00:03:38:13","Boy, where did you get that wooden doll?"
"1","7","32","00:03:38:15","00:03:40:12","I found it up in the mountain."
"1","7","33","00:03:44:07","00:03:46:09","Would you like to trade it for this?"
"1","7","34","00:03:46:24","00:03:47:23","Yes."
"1","7","35","00:03:56:13","00:03:59:03","This is a relic cursed with sorcery."
"1","7","36","00:04:08:06","00:04:09:14","-What was that?
-What was that?"
"1","7","37","00:04:09:16","00:04:12:17","That was a dangerous item
created with sorcery."
"1","7","38","00:04:12:19","00:04:15:01","I know what they are.
They are called relics."
"1","7","39","00:04:16:06","00:04:17:11","Jinyowon has lots of them."
"1","7","40","00:04:19:04","00:04:20:09","That is right."
"1","7","41","00:04:20:11","00:04:23:07","Inside Jinyowon, there are relics
that are much more dangerous."
"1","7","42","00:04:24:15","00:04:26:24","There, you will find many peculiar items"
"1","7","43","00:04:27:01","00:04:29:08","that were made
with the power of the ice stone."
"1","7","44","00:04:36:04","00:04:40:17","They sit there waiting for an opportunity
to come out into the world again."
"1","7","45","00:04:54:06","00:04:55:20","Should I take you in?"
"1","7","46","00:04:56:15","00:04:57:18","No, thank you."
