"season","episode","number_line","timecode_in","timecode_out","text"
"1","5","1","00:00:50:20","00:00:55:01","Here, at Cheonbugwan,
we have records of all the constellations."
"1","5","2","00:00:55:03","00:00:58:09","Even the one on your birthday.
Would you like to see it?"
"1","5","3","00:00:58:11","00:01:00:03","Yes, Father."
"1","5","4","00:01:01:00","00:01:02:13","All right. Let us go."
"1","5","5","00:01:15:02","00:01:16:09","There it is."
"1","5","6","00:01:20:12","00:01:22:22","My father studied stars
and kept records of them"
"1","5","7","00:01:23:22","00:01:26:09","as he was a constellation recorder mage
at Cheonbugwan."
"1","5","8","00:01:39:17","00:01:40:17","My lady!"
"1","5","9","00:01:40:19","00:01:41:23","My lady!"
"1","5","10","00:01:51:23","00:01:54:03","My lady, stay inside and do not come out."
"1","5","11","00:01:55:24","00:01:58:08","If you see your father, run away."
"1","5","12","00:01:58:20","00:02:00:06","Do not let him catch you."
"1","5","13","00:02:24:21","00:02:26:04","Father…"
"1","5","14","00:03:23:02","00:03:25:00","I will give you power."
"1","5","15","00:03:25:21","00:03:27:06","Will you come with me?"
"1","5","16","00:03:36:12","00:03:39:05","The day my father was killed
by the four families of Daeho,"
"1","5","17","00:03:39:22","00:03:41:18","I followed Jin Mu."
"1","5","18","00:03:43:02","00:03:45:15","I was raised
as if I was cut off from the world"
"1","5","19","00:03:45:18","00:03:48:12","in the deep and dangerous valleys
of Danhyanggok."
"1","5","20","00:04:19:18","00:04:22:06","I do not know if I toughened up to survive"
"1","5","21","00:04:22:08","00:04:24:13","or if I survived because I was tough."
"1","5","22","00:04:28:19","00:04:32:04","By the time my past self
and my father had been forgotten,"
"1","5","23","00:04:33:03","00:04:35:08","I finally returned to the world as Naksu."
"1","5","24","00:04:40:16","00:04:42:13","But Naksu is dead now."
"1","5","25","00:04:43:06","00:04:46:11","I have returned to this place as Mu-deok,"
"1","5","26","00:04:47:11","00:04:49:21","along with an incapable young master"
"1","5","27","00:04:50:15","00:04:54:02","who is also an unmotivated pupil."
"1","5","28","00:04:54:04","00:04:56:12","How far do we have to go?"
"1","5","29","00:04:56:14","00:04:57:21","This bracelet weighs a ton."
"1","5","30","00:04:57:24","00:05:00:00","Master, your pupil is exhausted."
"1","5","31","00:05:00:02","00:05:02:18","I am done.
I am too tired to go any further."
"1","5","32","00:05:02:20","00:05:04:22","I am the one carrying all the luggage."
"1","5","33","00:05:04:24","00:05:07:15","I am your young master,
and you are my maid."
"1","5","34","00:05:07:17","00:05:08:23","That is your job."
"1","5","35","00:05:09:00","00:05:10:23","So I am your master when you are in need"
"1","5","36","00:05:11:11","00:05:13:05","but your maid when you need a servant?"
"1","5","37","00:05:13:07","00:05:14:09","Of course."
"1","5","38","00:05:18:19","00:05:19:24","I did not know"
"1","5","39","00:05:20:16","00:05:22:24","there was a place like this
right outside the city."
"1","5","40","00:05:23:01","00:05:26:19","This is a place so rugged and remote
that even echoes cannot be heard."
"1","5","41","00:05:27:22","00:05:29:05","Hence the name, Danhyanggok."
"1","5","42","00:05:34:13","00:05:35:21","I hear the echoes just fine."
"1","5","43","00:05:35:22","00:05:37:05","It was a figure of speech."
"1","5","44","00:05:37:07","00:05:38:17","The name is just a bluff."
"1","5","45","00:05:40:06","00:05:41:06","I am hungry."
"1","5","46","00:05:43:05","00:05:45:06","Up there is where I used to live."
"1","5","47","00:05:45:08","00:05:47:14","You will eat what I provide for you"
"1","5","48","00:05:47:15","00:05:51:04","and sleep where you collapse
after a hard day's training."
"1","5","49","00:05:54:11","00:05:55:22","What is this? I smell chicken."
"1","5","50","00:05:57:19","00:06:00:12","-Do they sell chicken here?
-Who would sell chicken here?"
"1","5","51","00:06:03:08","00:06:05:12","You smell chicken too, right?"
"1","5","52","00:06:05:14","00:06:07:06","I am telling you. It is chicken."
"1","5","53","00:06:07:20","00:06:10:13","I am sure it is chicken. I love chicken."
"1","5","54","00:06:11:08","00:06:12:22","How did you climb up there?"
"1","5","55","00:06:13:22","00:06:15:17","Someone must be cooking chicken nearby."
"1","5","56","00:06:15:19","00:06:17:11","Come on down. Why are you up there?"
"1","5","57","00:06:26:16","00:06:27:19","See? It is chicken."
"1","5","58","00:06:27:22","00:06:30:23","I told you I smelled chicken.
It is so nice here!"
"1","5","59","00:06:50:12","00:06:52:09","Why are these things here?"
"1","5","60","00:06:54:12","00:06:55:08","Mu-deok!"
"1","5","61","00:06:56:09","00:06:58:07","There is even a bath here!"
"1","5","62","00:07:07:19","00:07:08:17","Mu-deok."
"1","5","63","00:07:09:06","00:07:12:23","There are tons of things to eat,
and the bathtub is nice too."
"1","5","64","00:07:13:00","00:07:15:04","Master, you had yourself
a pretty nice place."
"1","5","65","00:07:15:06","00:07:17:12","Did you really have to
scare your pupil like that?"
"1","5","66","00:07:17:15","00:07:18:11","You are one weird…"
"1","5","67","00:07:20:19","00:07:22:04","There is even a blanket."
"1","5","68","00:07:24:04","00:07:26:18","This is so soft. It is nice and comfy."
"1","5","69","00:07:27:15","00:07:29:00","These are not mine."
"1","5","70","00:07:30:12","00:07:32:09","Someone else is living here."
"1","5","71","00:07:37:16","00:07:38:21","Mu-deok."
"1","5","72","00:07:38:23","00:07:42:08","Should we eat the chicken?
I noticed that it was nicely cooked."
"1","5","73","00:07:42:10","00:07:43:14","Mu-deok?"
"1","5","74","00:07:49:08","00:07:50:19","Is it a man?"
"1","5","75","00:08:12:09","00:08:13:16","Quiet! Stop!"
"1","5","76","00:08:15:12","00:08:16:24","Stay still."
"1","5","77","00:08:29:10","00:08:30:10","Good boy."
"1","5","78","00:08:30:12","00:08:32:08","You are well-trained. Do you live here?"
"1","5","79","00:08:33:01","00:08:34:11","He is not a stray dog."
"1","5","80","00:08:35:11","00:08:36:18","Where is your owner?"
"1","5","81","00:08:37:13","00:08:39:12","Hey, Fluffy. Go bring your owner."
"1","5","82","00:08:41:18","00:08:43:18","What a clever dog."
"1","5","83","00:08:45:21","00:08:47:09","Who could it be?"
"1","5","84","00:08:47:12","00:08:48:23","It cannot be one of Danju's men,"
"1","5","85","00:08:49:00","00:08:52:06","seeing that this person is
not trying to hide him or herself."
"1","5","86","00:08:54:23","00:08:56:01","There is tea."
"1","5","87","00:08:56:02","00:08:59:03","We are guests, so it would not be rude
to have a cup, right?"
"1","5","88","00:09:00:11","00:09:01:22","Watch what you eat or drink."
"1","5","89","00:09:02:17","00:09:04:18","We need to check who lives here first."
"1","5","90","00:09:04:20","00:09:06:15","Then we will decide what to do next."
"1","5","91","00:09:06:17","00:09:07:24","So you really have no idea?"
"1","5","92","00:09:08:14","00:09:09:10","What?"
"1","5","93","00:09:09:12","00:09:11:19","There is a dog, a bunch of flowers,"
"1","5","94","00:09:11:22","00:09:13:20","roasted chicken, and a pot of tea."
"1","5","95","00:09:13:22","00:09:15:04","I almost had the wrong idea."
"1","5","96","00:09:15:20","00:09:16:15","What do you mean?"
"1","5","97","00:09:16:18","00:09:20:00","I almost misunderstood you for trying
to kidnap and make me live with you"
"1","5","98","00:09:20:02","00:09:21:14","on the pretense of training me."
"1","5","99","00:09:21:16","00:09:23:11","If that dog wagged its tail at you,"
"1","5","100","00:09:23:13","00:09:26:03","I would have thought that
this was all part of your plan."
"1","5","101","00:09:26:05","00:09:28:09","This place is big enough
for two or three kids."
"1","5","102","00:09:29:01","00:09:30:23","It was not like this when I lived here."
"1","5","103","00:09:31:13","00:09:32:22","It was completely barren"
"1","5","104","00:09:32:24","00:09:35:14","and perfect for training,
which is why I brought you here."
"1","5","105","00:09:37:03","00:09:38:11","So just for training?"
"1","5","106","00:09:39:19","00:09:41:03","Was that all you had in mind?"
"1","5","107","00:09:41:21","00:09:44:07","Forget it! Go ahead
and eat or drink whatever you wish"
"1","5","108","00:09:44:09","00:09:45:12","and get yourself killed."
"1","5","109","00:09:47:08","00:09:48:04","Unbelievable."
