season,episode,number_line,timecode_in,timecode_out,text
1,10,1,00:00:39:05,00:00:43:00,"This room will be vacant
while our young master stays in Songrim."
1,10,2,00:00:43:03,00:00:45:23,Clean up his books and clothes.
1,10,3,00:00:46:00,00:00:47:07,"-Yes, ma'am.
-Yes, ma'am."
1,10,4,00:00:49:18,00:00:54:04,"He had left home a dozen times
and returned every time."
1,10,5,00:00:54:14,00:00:57:05,"You should wait a few days
in case he comes back again."
1,10,6,00:00:57:22,00:00:59:07,It is different this time.
1,10,7,00:00:59:22,00:01:03:00,He is a changed man.
1,10,8,00:01:04:03,00:01:06:12,And he may bring home a wife soon.
1,10,9,00:01:07:01,00:01:08:19,That is why we need to clean up.
1,10,10,00:01:09:06,00:01:11:14,Is he getting engaged again?
1,10,11,00:01:12:09,00:01:15:21,"If this one falls through yet again,
he will never be able to get married."
1,10,12,00:01:16:07,00:01:17:21,It is different this time.
1,10,13,00:01:17:23,00:01:22:24,"Young Master Jang has a lady
he has deep feelings for."
1,10,14,00:01:24:09,00:01:25:15,"Right, Mu-deok?"
1,10,15,00:01:27:02,00:01:29:22,The bird egg that he mentioned.
1,10,16,00:01:30:18,00:01:34:23,"I believe it is that lady
I met in Songrim."
1,10,17,00:01:35:14,00:01:38:06,A bird egg on top of a tree.
1,10,18,00:01:38:08,00:01:41:01,She must be a sophisticated woman
1,10,19,00:01:41:11,00:01:43:06,whom he wants to protect.
1,10,20,00:01:43:08,00:01:46:01,She must be someone like an egret.
1,10,21,00:01:46:03,00:01:47:04,Like me.
1,10,22,00:01:47:06,00:01:48:18,Who knows?
1,10,23,00:01:49:07,00:01:54:00,"Once it hatches,
it may turn out to be a vicious eagle,"
1,10,24,00:01:54:02,00:01:56:08,not a sophisticated egret.
1,10,25,00:01:56:19,00:01:58:00,Is that so?
1,10,26,00:01:58:16,00:02:00:10,"A vicious eagle, how frightful."
1,10,27,00:02:01:01,00:02:03:11,"I hope it is not a woodpecker
or a cuckoo either."
1,10,28,00:02:03:13,00:02:05:07,Do not worry.
1,10,29,00:02:05:17,00:02:08:21,"Once it hatches,
I am sure it will fly away."
1,10,30,00:02:10:07,00:02:13:13,"How could she
when she has feelings for him?"
1,10,31,00:02:14:16,00:02:19:12,"If they were that close,
I am sure the feelings were mutual."
1,10,32,00:02:20:04,00:02:22:13,The bird must be in love with him as well.
1,10,33,00:02:25:05,00:02:27:13,I really hope it is Young Lady Heo.
1,10,34,00:02:28:06,00:02:29:24,She resembles Madam Do-hwa too.
1,10,35,00:02:32:16,00:02:33:24,"-Mr. Lee.
-Yes?"
1,10,36,00:02:34:01,00:02:36:10,"Leave those there.
They are Master Jang's books."
1,10,37,00:02:37:17,00:02:39:06,Hurry up.
1,10,38,00:02:43:01,00:02:45:08,What Uk and I shared
1,10,39,00:02:46:10,00:02:48:17,was the desperate feeling of survival
1,10,40,00:02:51:23,00:02:54:15,and the earnestness of finding ourselves.
1,10,41,00:03:04:02,00:03:06:04,"Once we got what we wanted,"
1,10,42,00:03:07:09,00:03:10:04,"we promised to part ways
without looking back."
1,10,43,00:03:12:20,00:03:15:05,The love that Maidservant Kim mentioned
1,10,44,00:03:17:13,00:03:19:22,may have seeped in between us.
1,10,45,00:03:20:20,00:03:25:16,"But it is nothing but a shell
that I will leave behind once I hatch."
1,10,46,00:03:47:16,00:03:50:23,"You have already memorized
and written all of this down?"
1,10,47,00:03:51:00,00:03:54:24,"Yes, please feel free to check.
I am certain I memorized everything."
1,10,48,00:03:57:18,00:03:58:22,"Even so,"
1,10,49,00:03:58:24,00:04:01:06,it should have taken you at least a month.
1,10,50,00:04:01:08,00:04:05:04,"I have served 12 masters so far
and thus have read the same book 12 times."
1,10,51,00:04:05:15,00:04:06:18,You could say
1,10,52,00:04:06:20,00:04:09:05,"that this task was a piece of cake,
to say the least."
1,10,53,00:04:09:07,00:04:12:17,"I was wondering
why he agreed to obey the rules."
1,10,54,00:04:12:19,00:04:14:08,He had his reasons.
1,10,55,00:04:14:10,00:04:17:21,"Now that I can leave Songrim
whenever I want, I will go home."
1,10,56,00:04:18:07,00:04:19:16,Not so fast.
1,10,57,00:04:27:11,00:04:29:01,Why not?
1,10,58,00:04:29:03,00:04:32:06,"The rules say that I can leave
once I master the basic education."
1,10,59,00:04:32:08,00:04:34:13,"When I asked you to read that,"
1,10,60,00:04:34:15,00:04:36:16,I did not simply mean to memorize it.
1,10,61,00:04:36:18,00:04:38:20,I wanted you to engrave it in your heart.
